UserName,Handle,Timestamp,Text
Yuwaraj Athukorala,@Yuwarajlk,2020-08-23T15:53:11.000Z,"UPDATE: Two more arrivals from Malaysia tested positive for Covid-19, rasing the total in Sri Lanka to 2,953 - Government Information Department"
Barry Chan Kong Heng,@barrychan889,2020-08-23T09:56:00.000Z,"Latest Status COVID-19 of Malaysia on August 23, 2020

Total Active Cases: 183 (New Cases: 10)

Total ICU Cases: 9 (Intubated: 4)

Total Recovered Cases: 8959 (New Recovered Cases: 10)

Total Deaths: 125 (New Deaths: 0)

Total Confirmed Cases: 9267"
Barry Chan Kong Heng,@barrychan889,2020-08-23T09:55:33.000Z,"Latest Status COVID-19 of Malaysia on August 22, 2020

Total Active Cases: 183 (New Cases: 8)

Total ICU Cases: 8 (Intubated: 4)

Total Recovered Cases: 8949 (New Recovered Cases: 4)

Total Deaths: 125 (New Deaths: 0)

Total Confirmed Cases: 9257"
The Edge Malaysia,@theedgemalaysia,2020-08-23T09:28:03.000Z,"Flash: Covid-19: Malaysia reports 10 new cases, eight imported"
COVIDBot,@COVID19_bot,2020-08-23T09:25:01.000Z,"Total COVID-19 tests performed in Malaysia: 1160390. 9,267 cases, of those 10 today; 125 deaths, of those 0 today."
Dr Amer Siddiq,@DrAmerSiddiqPsy,2020-08-23T02:10:57.000Z,"If this covid situation prolongs for 2 years and we are seeing iconic stores in akihabara also closing what more here in Malaysia, we are all for some tough times

Let’s be pragmatic and assume the worse and hope for the best in our finances

It’s time up ur financial lit skills"
Marcus Osborne,@brandconsultant,2020-08-23T01:21:00.000Z,As remote NZ has shown you can’t eliminate Covid you can only manage it. But meanwhile the economy has to be restarted. There is a balance & right now we need to find it because come the end of September a lot of firms will let people go if they can’t improve revenue. #Malaysia
Tan Seng Giaw,@Senggiaw,2020-08-23T00:46:33.000Z,"South Korea imposes restrictions in the whole nation because there were 322 new cases of Covid-19 yesterday. She has 17,002 cases and 309 deaths. Her tracing and testing are good.
     Will Malaysia see another movement control order?"
Upeyebrow studios,@UpeyebrowS,2020-08-23T00:32:53.000Z,"Covid 19 has also gone mutations in Malaysia and Europe and we have to take measures before it's too late
@Swamy39
@AmitShah
@narendramodi
#indiaunitedtopostponejee_neet"
Nawazish Warsi,@Nawazishkhan,2020-08-22T16:14:54.000Z,"Can someone tell me and guide me  credibility of United Nation and FATF after this covid pandemic 2020? 

#china #turkey #Pakistan #iran #nepal #bangladesh #bhutan #Malaysia #Russia #afghanistan"
Choji,@shafiiiiiqqqq,2020-08-22T10:36:34.000Z,Sivagangga is punca of covid case in Malaysia increase
The Edge Malaysia,@theedgemalaysia,2020-08-22T09:35:03.000Z,"Flash: Covid-19: Malaysia reports eight new cases, five from Tawar cluster"
