UserName,Handle,Timestamp,Text
Malaysian Chinese LAST VOTE GE11,@bigbosscamelia,2020-07-26T02:28:33.000Z,"Dear Novel Coronavirus COVID 19,pls infect & kill all Malaysians babies age 0-24month do not wear FACE MASKs/shields inside mall@Mid Valley Megamall,Lingkaran Syed Putra Kuala Lumpur,Malaysia!! #livewell #taipei #taiwan #台北 #travel #台湾 #台灣 #travelgram #photography"
Malaysian Chinese LAST VOTE GE11,@bigbosscamelia,2020-07-26T02:08:57.000Z,"#malaysiatrulyasia Dear Novel Coronavirus COVID 19,pls infect & kill all Malaysians babies age 0-24month do not wear FACE MASKs/shields inside mall@Mid Valley Megamall,Lingkaran Syed Putra Kuala Lumpur,Malaysia!! #tourismmalaysia #travelgram #travelling #travellingram"
Malaysian Chinese LAST VOTE GE11,@bigbosscamelia,2020-07-26T02:08:42.000Z,"#malaysianfood #dessertstagram #coolingdown Karma Virus-10 Q novel coronavirus COVID 19 for exposing the WORLD's working poor people,year 2000 to 2020 #LittleIndia #Bugis #desserts #yum #icecream #travel #foodie #abc #icecream #malaysia #malaysianfood #dessertstagram #coolingdown"
Emily Khor,@emzkhor,2020-07-25T22:21:31.000Z,"Waiting for COVID to die down so that I can finally get someone from home to buy and bring me the Tefal rice cooker that I want that is only sold in the Singapore/Malaysia 
 I don’t trust these Western rice cooker brands lmao"
aripazmi,@arpzmi,2020-07-25T20:37:52.000Z,"Millions of people in Malaysia, there’s bound to be a few selfish fucks and it’ll take only a few of them to make COVID-19 worse. There’s no hope because it’s humanly impossible to contain it because of human nature. The odds are against us."
Ved Nayak,@catcheronthesly,2020-07-25T19:42:58.000Z,"Today India entered club of 1000+/million Covid-19 cases. It's 1003/mil. Deaths 23/mil. 
Asian countries in comparison
Pak 1229/mil, deaths 26/mil. 
B'desh : 1342, 17
Nepal : 634, 2
Srilanka : 129, 0.5
Indonesia : 355, 17
Malaysia :  274, 4
AFG : 925, 32
Thailand : 47, 0.8"
IGC NEWS INTERNATIONL GH,@NewsIgc,2020-07-25T18:41:24.000Z,"UPDATE: New cases of #coronavirus #COVID19 #COVID_19 

Bangladesh (+2520, tot. 221178)
Philippines (+1968, tot. 78412)
Indonesia (+1868, tot. 97286)
Oman (+1067, tot. 74858)
Poland (+584, tot. 42622)
Malaysia (+23, tot. 8884)
Finland (+8, tot. 7388)"
The Phnom Penh Post,@phnompenhpost,2020-07-25T17:18:43.000Z,The Ministry of Health said Cambodia will temporarily ban all flights from Malaysia and Indonesia to curb the spread of Covid-19. The ban will be effective from August 1.
Marcus Osborne,@brandconsultant,2020-07-25T15:27:42.000Z,I hope those fucking fuckwits who  returned to #Malaysia & didn’t take their second #Covid_19 test & those fucking fuckwits who went out when they should have stayed at home for 2 weeks are happy the rest of us have to suffer. Muppets
Erwin Tang,@ErwinTangYH,2020-07-25T11:04:19.000Z,Glad that I was able to secure a job during the pandemic (hopefully not before a 2nd #Malaysia Covid-19 wave) after going through interviews with 11 companies. Some were pretty grueling. Working hours are 10 am - 6 pm so it's an hour less than the others which is great as well 
"SILENT
SHAN",@RoshanAbdullah3,2020-07-25T10:32:53.000Z,MALAYSIA POWER COVID 19
Azwan HM,@azwan_,2020-07-25T09:32:19.000Z,Consistently 2 digits Covid-19 cases in Malaysia over the past week. 
The Edge Malaysia,@theedgemalaysia,2020-07-25T09:28:03.000Z,"Flash: Malaysia records 23 new Covid-19 cases today, with 2 new clusters found"
Miss_Farah,@miss_fsr,2020-07-25T09:13:10.000Z,"Covid 19 cases development in Malaysia is really worrying. Please Malaysian wear ur mask, wash hands, follow SOP. For those under quarantine, please consider others and quarantine urself. We do not want mco again. It's effect on our people's economy is really bad."
TheMalaysianInsight,@msianinsight,2020-07-25T09:05:10.000Z,"JUST IN: Malaysia's #Covid_19 death toll remains at 123.
* 17 discharged, total now is 8,594
* 23 new cases, total now is 8,884
* 167 active cases 
* 3 in ICU, 2 on ventilators"
Oh Twenty20 Media,@Oht20media,2020-07-25T09:03:36.000Z,"UPDATES : MALAYSIA

       Total         25 July   24 July   23 July

Cases     8,884     23         21           9

Recover 8,594     17          3            8

Death       123      0           0            0

#COVID19Malaysia   
#CoronaVirusUpdate 
#COVID19updates
#Covid_19"
Oh Twenty20 Media,@Oht20media,2020-07-25T09:02:17.000Z,"Malaysia #COVID19 daily Cases :

25 July  23
24 July  21
23 July    9
22 July  16
21 July  15
20 July  21
19 July  15
18 July    9
17 July  18
16 July    3
15 July    5
14 July    4
Total Cases: 8,884

#COVID19malaysia
#Covid_19"
Diaspora Initiatives,@odi_india,2020-07-25T06:39:03.000Z,"Mr Sashidharan spoke of impact of #Covid_19 in #Malaysia. Many businesses were negatively impacted by the pandemic, were forced to close down. Tourism, construction industry were the largest hit. Gov has come up with many financial stimulus packages including interest free loan."
hanep,@HanifYangKekok,2020-07-25T06:22:32.000Z,"Like the covid second wave hitting in similar timeline w other countries. This is interesting

Its like the 1st wave is effective in stopping a certain aspect of the disease. Anything unknown will start the 2nd wave

Tapi malaysia ni yang bodoh tu returning citizens."
Yennefer,@yoo_ris,2020-07-25T05:56:03.000Z,"Finally decided to get braces either in PH or JB, Malaysia but COVID "
Corona Camelia,@coronacamelia1,2020-07-25T03:09:35.000Z,"Dear Novel Coronavirus COVID 19,pls infect & kill all Malaysians age 55-100 do not wear FACE MASKs/shields inside mall@Mid Valley Megamall,Lingkaran Syed Putra Kuala Lumpur,Malaysia!! #TehTarik #wanderer #adventure #Discoverselangor #hijab #jilboob #hijabcantik #Sharialaw"
Corona Camelia,@coronacamelia1,2020-07-25T03:09:24.000Z,"Dear Novel Coronavirus COVID 19,pls infect & kill all Malaysians age 55-100 do not wear FACE MASKs/shields inside mall@Mid Valley Megamall,Lingkaran Syed Putra Kuala Lumpur,Malaysia!! #instatravel #instagram #シャイニーゲイ #インスタ写真部, #beautiful #unicef #カメラ女子 #swiss"
Corona Camelia,@coronacamelia1,2020-07-25T02:57:46.000Z,"Thank you Novel Coronavirus COVID 19,so kind to infect & kill all Malaysians children age 2-12 do not wear FACE MASKs/shields inside mall@Mydin Wholesale Hypermarket,Persiaran Subang Permai,Usj 1,Subang Jaya, Selangor! #multimasking #onlinecasino #ipoh #melaka #malacca #malaysia"
Tan Seng Giaw,@Senggiaw,2020-07-25T02:51:23.000Z,"When will Covid-19 disappear? Yesterday, Malaysia had 21new cases, 3 clusters, totalling 8,861 cases and 123 deaths. Some fear abuse of power in control order and operating procedures. People want health and safety."
Don 'unintentionally tweeting' Coyote,@MaisonGladys,2020-07-24T19:06:47.000Z,"Johnson-Cummings-Gove idea of world-beating

UK Covid deaths 45,300

Germany 9,086

Sweden 5,619

Poland 1,624

Japan 985

Denmark 611

S Korea 296  

Greece 194

Malaysia 123

Australia 118

#bbcaq 
[FT 20.07.20]"
Don 'unintentionally tweeting' Coyote,@MaisonGladys,2020-07-24T16:08:41.000Z,"Johnson-Cummings idea of world-beating ...

UK Covid deaths 45,300

Germany 9,086

Sweden 5,619

Poland 1,624

Japan 985

Denmark 611

S Korea 296  

Greece 194

Malaysia 123

Australia 118

 [FT 20.07.20]

 #bbcpm"
